feature__id,eventtype,alertlevel,country,eventname,glide,ring_index,vertex_index,x,y
,WF,Green,Australia,,,0,0,136.4200686121338,-16.526395992509805
,WF,Green,Brazil,,,0,0,-47.04600390732232,-16.388134215984376
,WF,Green,Brazil,,,0,0,-48.11102682859781,-13.353102106304023
,WF,Green,Brazil,,,0,0,-46.61199817572965,-8.87792914212884
,WF,Green,Brazil,,,0,0,-43.70034788582761,-15.776642842762742
,WF,Green,Brazil,,,0,0,-45.77542085232616,-5.843119430900388
,WF,Green,Australia,,,0,0,133.57060253809587,-19.00156643081754
,WF,Green,Australia,,,0,0,144.1013984894905,-15.452826396478144
,WF,Green,Australia,,,0,0,133.11000421331656,-16.604188418832088
,WF,Green,Australia,,,0,0,133.67236066543683,-19.155487746769666
,WF,Green,Brazil,,,0,0,-47.85242789639579,-11.092850007642697
,WF,Green,Brazil,,,0,0,-47.22330756143629,-13.29993091985803
,WF,Green,Brazil,,,0,0,-42.56108628954051,-7.7594162130365705
,EQ,Green,Panama,,,0,0,-78.0468,7.3934
,EQ,Green,Costa Rica,,,0,0,-84.8718,10.543
,EQ,Green,Southeast Of Easter Island,,,0,0,-104.0781,-35.5811
,EQ,Green,Fiji,,,0,0,-177.9514,-18.6384
,EQ,Green,Russia,,,0,0,161.1177,52.6896
,EQ,Green,Off East Coast Of Kamchatka,,,0,0,160.0391,51.6974
,EQ,Green,Japan,,,0,0,141.6389,37.4317
,EQ,Green,Japan,,,0,0,142.1935,39.7457
,EQ,Green,Off East Coast Of Kamchatka,,,0,0,160.9921,51.4009
,EQ,Green,Philippines,,,0,0,123.9099,10.8943
,EQ,Green,Philippines,,,0,0,123.9567,10.8955
,EQ,Green,Northern East Pacfic Rise,,,0,0,-103.881,8.3666
,EQ,Green,South Of Panama,,,0,0,-82.6751,6.2913
,EQ,Green,Russia,,,0,0,151.3111,45.6355
,EQ,Green,Off East Coast Of Kamchatka,,,0,0,159.989,51.8025
,FL,Green,Italy,,,0,0,17.576406,40.727631
,WF,Green,Brazil,,,0,0,-44.42201283988765,-11.67310877913039
,WF,Green,Australia,,,0,0,125.68336583674545,-16.28496984452716
,WF,Green,Australia,,,0,0,134.49064002044074,-12.376469135552336
,WF,Green,Brazil,,,0,0,-42.83999101165007,-5.780621892272534
,WF,Green,Brazil,,,0,0,-48.43837591475373,-14.521371241496716
,WF,Green,Brazil,,,0,0,-45.95958654199984,-14.335934434367589
,WF,Green,Brazil,,,0,0,-42.64927323490868,-5.717349837582668
,WF,Green,Australia,,,0,0,144.46747509708783,-16.13677280533096
,WF,Green,Brazil,,,0,0,-48.03905016513681,-11.891719989957464
,WF,Green,Brazil,,,0,0,-50.5531245698365,-12.780945737023261
,WF,Green,Brazil,,,0,0,-46.88248718934889,-12.784054550124795
,WF,Green,Brazil,,,0,0,-46.103448739995144,-14.20577942141096
,WF,Green,Australia,,,0,0,127.76495573855706,-14.751384327780102
,WF,Green,Brazil,,,0,0,-44.983073467738016,-11.833587401560711
,WF,Green,Brazil,,,0,0,-47.532575983904735,-13.804323812601783
,WF,Green,Brazil,,,0,0,-46.929372673547086,-12.654145908018469
,WF,Green,Australia,,,0,0,131.61746918222264,-16.034457515341337
,WF,Green,Australia,,,0,0,129.23347207649556,-18.945332763885805
,EQ,Green,Philippines,,,0,0,126.9002,10.4147
,EQ,Green,Philippines,,,0,0,126.5546,9.3055
,EQ,Green,Russia,,,0,0,159.3953,51.6336
,EQ,Green,Papua New Guinea,,,0,0,152.6772,-4.2645
,EQ,Green,Russia,,,0,0,159.747,51.5767
,EQ,Green,Pakistan,,,0,0,64.115,28.3122
,EQ,Green,Russia,,,0,0,159.5017,51.6489
,EQ,Green,Solomon Islands,,,0,0,161.3306,-10.4771
,EQ,Green,Vanuatu,,,0,0,169.4773,-19.4183
,EQ,Green,Russian Federation,,,0,0,158.5752,52.0031
,EQ,Green,Russia,,,0,0,159.4472,51.8982
,EQ,Green,Russia,,,0,0,159.7205,51.7631
,EQ,Green,South Of Kermadec Islands,,,0,0,-179.0105,-33.6649
,EQ,Green,Indonesia,,,0,0,126.6613,2.011
,EQ,Green,Russia,,,0,0,159.6315,51.619
,EQ,Green,Russia,,,0,0,160.0169,51.6362
,EQ,Green,Russia,,,0,0,151.3983,45.5271
,EQ,Green,Saint Vincent and the Grenadines,,,0,0,-61.2256,13.4708
,EQ,Green,Russia,,,0,0,159.2483,52.49
,EQ,Green,Indonesia,,,0,0,101.3492,-2.9624
,EQ,Green,Russia,,,0,0,165.6729,54.4217
,EQ,Green,Indonesia,,,0,0,136.3008,-2.9727
,EQ,Green,Off East Coast Of Kamchatka,,,0,0,160.1994,52.0116
,EQ,Green,Indonesia,,,0,0,136.2691,-3.0113
,EQ,Green,Indonesia,,,0,0,136.3381,-2.8749
,EQ,Green,Northern Mid-Atlantic Ridge,,,0,0,-43.778,28.211
,EQ,Green,Indonesia,,,0,0,122.9748,1.5646
,EQ,Green,Japan,,,0,0,139.9476,35.5187
,EQ,Green,Tonga Islands Region,,,0,0,-175.3189,-23.9287
,EQ,Green,Russia,,,0,0,158.538,51.3544
,FL,Green,Japan,,,0,0,141.014893484113,38.29825005
,FL,Green,Colombia,,,0,0,-75.1844057,6.1442998
,FL,Green,Costa Rica,,,0,0,-84.7692343992718,9.98418825
,FL,Green,Guatemala,,,0,0,-91.731941,14.707588
,FL,Green,Sudan,,,0,0,32.4944014,15.2363802
,FL,Green,Central African Republic,,,0,0,15.8688285,4.9418234
,WF,Green,Australia,,,0,0,133.11803001767848,-16.605476639415258
,WF,Green,Brazil,,,0,0,-46.42000853089921,-15.287102920105328
,WF,Green,Australia,,,0,0,126.17352337607602,-14.830927862485547
,WF,Green,Brazil,,,0,0,-47.08403113268943,-11.980913848850776
,WF,Green,Australia,,,0,0,149.33188743079512,-25.258324861736803
,WF,Green,Australia,,,0,0,122.99752051391725,-18.890653292925528
,WF,Green,Botswana,,,0,0,24.015389783358888,-19.954739324606848
,WF,Green,Brazil,,,0,0,-45.38246053575585,-10.803826039985609
,WF,Green,Australia,,,0,0,135.175790281579,-14.939818862359832
,WF,Green,Brazil,,,0,0,-47.924414356350724,-11.976562139374858
,WF,Green,Australia,,,0,0,149.33311151873548,-24.297342244451688
,WF,Green,Australia,,,0,0,133.642919325395,-19.138387714383057
,WF,Green,Australia,,,0,0,150.27734287197742,-22.672480318644112
,WF,Green,Australia,,,0,0,133.8019022085231,-19.11658729838871
,WF,Green,Brazil,,,0,0,-48.540494890506594,-10.658663000571126
,WF,Green,Brazil,,,0,0,-47.42156774447469,-13.173133354483472
,WF,Green,Brazil,,,0,0,-44.29786648068791,-10.924877247957545
,WF,Green,Brazil,,,0,0,-44.99298490412613,-11.835075424607481
,WF,Green,Brazil,,,0,0,-48.12734817822926,-14.699616557684909
